result,home_elo,away_elo,home_recent_goals_scored_home,home_recent_goals_scored_away,home_recent_goals_conceded_home,home_recent_goals_conceded_away,home_recent_home_games_won,home_recent_home_games_lost,home_recent_away_games_won,home_recent_away_games_lost,away_recent_goals_scored_home,away_recent_goals_scored_away,away_recent_goals_conceded_home,away_recent_goals_conceded_away,away_recent_home_games_won,away_recent_home_games_lost,away_recent_away_games_won,away_recent_away_games_lost
H,1870.44921875,1690.77941895,6,3,7,7,2,3,0,5,9,7,4,17,3,2,1,4
H,1814.36621094,1601.41162109,7,11,2,4,3,2,3,2,8,2,9,7,3,3,1,3
H,1681.86547852,1675.57788086,8,8,6,4,3,3,2,2,12,4,5,7,3,2,1,4
A,1626.33032227,1871.05358887,7,4,5,11,2,3,1,4,7,13,5,6,2,2,4,2
D,1602.93713379,1691.18920898,6,4,6,7,1,4,1,4,6,3,8,4,1,4,1,4
D,1656.01635742,1685.21154785,5,5,7,6,1,4,1,4,10,3,12,12,2,4,0,4
D,1751.61523438,1746.11279297,8,5,2,13,3,1,0,6,5,6,8,7,1,4,1,4
D,1814.22644043,1950.83251953,11,7,5,6,4,2,2,2,16,5,3,4,6,0,1,3
H,1877.95227051,1603.16625977,7,14,5,6,2,2,4,2,6,4,6,7,1,4,1,4
H,1686.70349121,1816.57897949,7,4,10,13,1,4,0,5,11,11,5,4,4,1,3,2
D,1748.5637207,1619.43151855,4,8,7,9,1,3,1,5,7,4,8,11,2,3,1,4
H,1690.96008301,1690.34606934,6,4,8,4,1,4,1,4,7,8,4,4,3,3,2,2
H,1949.25732422,1654.52429199,14,5,2,4,5,0,1,4,4,5,6,6,1,4,1,4
D,1699.61035156,1815.80151367,10,4,5,11,2,3,1,4,10,7,4,6,4,2,2,2
A,1599.19885254,1749.16430664,8,5,7,11,3,2,1,4,10,4,4,12,3,2,0,5
H,1687.08435059,1628.28320312,9,5,4,15,3,2,1,4,8,5,11,9,2,3,1,4
A,1667.09729004,1874.14428711,12,1,5,7,3,2,0,5,7,3,7,7,2,3,0,5
A,1600.54272461,1696.05749512,5,4,6,10,0,4,1,5,6,4,8,13,2,3,0,5
H,1760.15148926,1699.75805664,10,7,4,10,3,2,1,4,8,4,8,4,2,4,1,3
H,1880.57580566,1743.15795898,10,12,5,5,3,2,3,2,5,8,7,9,1,3,1,5
H,1955.01367188,1703.71069336,19,6,2,4,6,0,2,2,6,6,8,12,2,3,1,4
D,1621.59924316,1592.88964844,8,5,11,10,2,3,1,4,6,4,8,8,0,5,1,4
D,1651.30224609,1807.22497559,4,3,6,8,1,4,1,4,11,7,5,4,4,1,2,3
A,1693.76843262,1814.79382324,9,5,4,15,3,2,1,4,6,8,2,7,3,2,2,3
H,1657.24328613,1588.21166992,7,1,8,7,2,3,0,5,6,5,7,11,3,2,1,4
H,1694.81115723,1700.61816406,7,4,4,5,2,3,1,4,11,4,6,11,2,3,1,4
H,1765.09838867,1681.54797363,8,7,4,10,3,2,1,4,5,8,4,6,2,3,2,3
D,1701.19335938,1701.1652832,4,7,4,15,2,2,1,5,7,4,3,5,3,2,1,4
H,1805.01501465,1618.58520508,11,8,5,5,4,1,2,3,10,5,10,10,2,3,1,4
D,1694.26403809,1883.80322266,11,3,6,7,2,3,1,4,10,12,3,5,4,1,3,2
H,1821.57446289,1661.87854004,6,6,2,5,3,2,2,3,6,1,6,7,3,2,0,5
H,1595.90356445,1686.9876709,6,5,8,7,0,5,1,4,9,4,5,8,3,3,1,3
H,1583.57641602,1957.53100586,6,4,7,10,3,2,1,4,20,6,3,4,6,0,2,2
A,1892.06335449,1771.32043457,7,11,4,8,2,2,2,4,10,6,4,8,4,2,1,3
A,1638.52392578,1653.51220703,4,9,7,11,1,3,2,4,6,3,8,8,1,5,1,3
H,1880.67370605,1598.37548828,10,12,3,7,4,1,2,3,5,4,6,10,3,2,1,4
H,1663.40966797,1682.21630859,5,4,8,8,0,5,2,3,7,5,5,8,3,2,1,4
D,1678.53112793,1697.39355469,6,7,5,12,2,3,1,4,14,3,9,7,2,3,1,4
D,1784.30187988,1604.35998535,7,7,4,8,3,2,2,3,8,5,9,7,1,4,1,4
H,1942.73193359,1809.36291504,13,7,2,6,5,0,2,3,13,8,5,5,4,1,2,3
D,1614.23730469,1628.62646484,10,1,10,12,2,3,0,5,4,9,8,10,1,4,2,3
H,1658.95288086,1744.44482422,6,2,6,8,3,2,0,5,9,7,6,9,2,2,1,5
D,1703.34753418,1879.08190918,7,5,3,5,3,2,1,4,7,10,5,7,2,3,2,3
A,1670.14196777,1699.10375977,6,3,8,7,1,5,2,2,14,2,9,4,2,3,1,4
D,1615.28381348,1599.18762207,10,1,12,12,1,4,0,5,5,4,6,9,3,2,1,4
H,1892.00952148,1680.49951172,10,12,2,7,4,1,2,3,7,3,5,7,3,2,1,4
H,1706.00146484,1684.55749512,4,8,5,13,1,3,1,5,6,6,5,10,2,4,1,3
D,1719.97570801,1678.43469238,11,4,8,4,1,3,2,4,6,2,5,8,3,2,0,5
A,1618.41748047,1953.60778809,8,6,9,8,1,4,1,4,14,7,3,6,5,0,2,3
D,1816.75695801,1713.87585449,13,6,5,6,4,1,1,4,7,5,3,5,3,2,1,4
H,1638.19775391,1789.66223145,3,12,5,13,1,3,2,4,8,6,5,5,3,3,2,2
D,1680.97033691,1617.57556152,7,3,4,8,3,1,1,5,11,0,13,10,1,5,0,4
H,1891.0144043,1958.73242188,6,10,4,7,2,2,2,4,12,11,3,6,4,0,3,3
A,1664.74291992,1621.32092285,5,3,9,7,1,5,2,2,11,1,13,9,1,5,0,4
H,1681.67419434,1715.85986328,6,3,5,8,3,2,0,5,7,8,4,13,2,2,1,5
H,1718.53808594,1674.69909668,6,6,0,6,3,1,1,5,5,7,4,14,2,3,1,4
H,1812.09460449,1613.29284668,13,6,4,6,4,1,1,4,8,4,13,7,1,5,0,4
A,1716.73608398,1747.70349121,11,4,6,4,1,3,2,4,11,6,6,10,3,1,1,5
H,1652.60351562,1677.22485352,6,11,6,12,2,3,2,3,8,1,5,8,3,2,0,5
H,1775.25646973,1950.70825195,8,7,4,8,3,2,2,3,12,11,3,7,4,0,3,3
D,1619.52392578,1829.33898926,7,5,4,10,3,1,1,5,5,8,1,8,3,1,3,3
D,1754.07141113,1646.37084961,11,6,6,10,3,1,1,5,6,3,12,6,1,6,2,1
A,1699.40112305,1613.87573242,7,10,4,12,2,2,1,5,10,4,7,10,3,2,0,5
H,1742.53234863,1714.41394043,12,5,7,9,3,2,1,4,9,4,2,6,4,1,0,5
H,1931.87390137,1679.30615234,12,10,3,9,4,0,2,4,7,3,7,8,3,2,0,5
H,1655.9083252,1698.28356934,8,1,3,11,3,1,0,6,12,4,8,2,1,4,2,3
D,1817.51196289,1655.09326172,5,9,1,10,3,1,2,4,9,8,6,11,3,3,1,3
D,1627.60827637,1872.10070801,10,4,10,10,1,4,1,4,8,12,1,6,4,2,2,2
H,1601.42199707,1644.42578125,6,4,11,8,1,4,0,5,5,4,11,7,1,5,2,2
H,1892.8927002,1792.09838867,8,11,5,4,3,2,3,2,14,3,4,5,5,1,0,4
D,1867.43188477,1656.27783203,8,12,1,6,4,2,2,2,7,6,4,16,2,3,0,5
H,1636.92028809,1677.44104004,5,5,8,9,1,4,2,3,7,3,7,8,3,2,0,5
D,1748.32250977,1687.60961914,14,5,8,7,4,2,1,3,7,7,5,9,2,3,1,4
H,1683.43017578,1625.66723633,12,3,8,6,1,4,1,4,10,5,7,8,3,2,1,4
D,1670.76171875,1898.65661621,10,1,3,11,3,1,0,6,9,11,5,4,3,2,3,2
H,1632.27709961,1776.83837891,11,4,10,10,1,4,1,4,9,8,4,5,3,2,3,2
A,1660.91088867,1933.73913574,8,8,5,11,3,2,1,4,11,10,2,9,4,0,2,4
D,1608.92749023,1811.69445801,8,4,11,8,2,3,0,5,3,9,1,10,2,2,2,4
D,1660.60375977,1641.90515137,7,6,4,13,2,3,0,5,7,3,9,8,2,4,1,3
H,1667.69519043,1653.73339844,7,3,7,8,3,2,0,5,8,8,9,11,2,3,1,4
H,1884.20703125,1610.16931152,6,12,2,5,3,1,3,3,8,3,11,7,2,4,0,4
H,1943.99121094,1712.69750977,11,14,2,11,4,0,3,3,9,5,2,7,4,1,0,5
H,1797.8449707,1672.61486816,2,9,1,10,1,2,2,5,11,0,4,9,3,2,0,5
A,1614.73693848,1742.32446289,9,6,7,12,2,2,1,5,14,5,9,7,3,3,1,3
H,1688.84680176,1689.5994873,7,9,4,11,2,2,1,5,11,3,9,6,1,4,1,4
H,1764.48144531,1792.43005371,9,8,4,5,3,2,3,2,14,3,4,7,4,1,0,5
H,1753.73352051,1657.69775391,14,6,9,5,3,3,2,2,5,6,4,13,1,4,0,5
A,1650.1217041,1880.92028809,10,7,9,9,1,4,2,3,7,12,2,4,4,1,3,2
A,1643.53503418,1694.70532227,8,8,9,9,2,3,1,4,8,8,4,10,3,2,1,4
D,1862.92785645,1776.23461914,8,12,1,7,4,2,2,2,10,8,2,5,4,1,3,2
D,1683.32299805,1951.38037109,11,2,9,6,1,4,1,4,8,14,2,11,4,0,3,3
H,1886.90112305,1653.57714844,5,15,2,5,3,1,4,2,8,4,8,4,3,3,1,3
D,1800.46130371,1858.53759766,5,8,3,8,2,2,2,4,9,9,2,7,4,3,1,2
D,1703.3638916,1668.88635254,7,10,4,11,2,2,2,4,9,2,4,12,2,2,0,6
H,1889.80053711,1634.87646484,8,11,3,5,4,1,3,2,9,8,8,9,2,3,1,4
H,1780.62487793,1650.6776123,10,6,2,6,4,1,2,3,6,5,6,7,3,2,1,4
H,1946.35864258,1759.37890625,8,11,2,9,4,0,2,4,14,6,7,5,4,2,2,2
D,1799.91174316,1644.14086914,8,8,6,8,2,2,2,4,11,7,12,7,1,5,2,2
D,1602.90991211,1709.57214355,9,3,10,8,2,3,1,4,9,4,2,8,4,1,0,5
H,1677.47558594,1859.0871582,9,3,6,8,4,1,0,5,6,12,2,10,3,3,1,3
A,1652.05236816,1780.25878906,5,6,4,13,1,4,0,5,14,3,4,10,4,1,0,5
H,1671.96594238,1603.7869873,9,3,4,11,2,2,0,6,10,3,8,8,2,3,1,4
H,1710.91540527,1690.37658691,7,5,2,9,3,1,0,6,11,3,7,6,5,1,0,4
H,1647.6159668,1680.39355469,3,6,5,13,0,5,0,5,11,3,3,9,5,0,0,5
H,1895.06628418,1796.29943848,11,7,3,3,5,1,2,2,10,7,8,7,2,3,2,3
H,1652.19396973,1702.5045166,9,9,10,9,1,4,2,3,8,8,5,10,2,3,1,4
D,1615.51831055,1759.015625,6,8,8,10,2,2,1,5,14,5,7,4,4,2,2,2
H,1850.62683105,1958.50500488,4,13,1,12,2,3,1,4,6,11,1,9,4,0,2,4
D,1644.94372559,1597.81176758,6,4,6,12,3,2,0,5,10,3,8,10,2,3,1,4
H,1790.79943848,1689.35107422,14,6,2,6,4,1,2,3,10,3,8,6,1,4,1,4
H,1789.13586426,1634.05151367,10,4,1,10,3,1,1,5,9,6,8,10,2,3,1,4
D,1696.38916016,1618.48620605,8,8,5,9,2,3,1,4,7,6,9,8,2,3,1,4
H,1758.21899414,1793.27758789,9,6,4,5,3,2,2,3,12,4,2,9,4,1,1,4
H,1683.54443359,1642.62561035,6,3,4,9,1,3,1,5,6,4,7,12,2,3,0,5
D,1632.08081055,1655.59179688,9,4,8,11,2,3,0,5,4,6,4,13,1,4,0,5
H,1954.27697754,1900.10620117,6,10,1,8,4,0,2,4,13,7,3,3,6,0,2,2
H,1682.55493164,1860.60974121,9,3,2,9,2,2,0,6,5,9,1,8,3,3,1,3
H,1602.30102539,1660.48046875,8,4,7,11,1,3,1,5,11,9,11,6,2,4,2,2
A,1736.63513184,1798.77734375,9,8,2,8,3,1,1,5,15,6,2,6,4,1,2,3
H,1786.24353027,1786.55175781,12,3,2,9,4,1,1,4,9,7,8,9,1,4,1,4
D,1657.06469727,1959.25488281,4,4,4,10,1,4,0,5,6,10,1,8,4,0,2,4
H,1649.91833496,1765.25317383,8,10,8,9,2,3,2,3,11,6,5,3,4,2,2,2
A,1845.48901367,1692.25048828,3,10,1,11,2,3,1,4,7,8,4,9,2,3,1,4
A,1637.35424805,1721.55932617,6,5,5,14,2,2,0,6,11,6,7,6,3,2,1,4
D,1895.12841797,1688.81591797,13,8,3,5,6,0,2,2,8,3,5,9,2,3,1,4
A,1813.85302734,1780.41052246,15,10,2,8,4,1,2,3,9,5,8,9,1,4,0,5
H,1622.62475586,1630.60778809,3,7,6,9,1,3,1,5,10,4,8,11,2,3,0,5
H,1792.38464355,1697.67565918,10,3,2,9,4,1,1,4,12,3,3,8,3,2,0,5
H,1705.98693848,1798.3371582,7,9,4,9,2,3,2,3,14,10,3,8,4,1,2,3
A,1655.734375,1799.54406738,9,5,5,12,3,1,0,6,13,2,2,7,5,1,1,3
H,1756.2878418,1888.38513184,9,6,5,4,3,2,2,3,13,8,4,5,5,1,2,2
D,1732.76037598,1831.75256348,11,8,7,6,3,1,2,4,3,10,3,11,1,4,1,4
D,1695.55908203,1658.88366699,8,3,5,11,2,3,0,5,8,10,7,9,3,2,2,3
A,1690.51635742,1628.91870117,12,3,3,10,3,2,0,5,6,6,8,8,2,3,1,4
H,1795.9263916,1626.15319824,9,6,8,6,1,4,1,4,5,5,4,14,2,2,0,6
A,1628.51660156,1662.75769043,11,6,8,9,2,3,2,3,5,4,5,10,1,4,0,5
A,1670.70361328,1618.38525391,5,6,5,8,1,4,1,4,9,6,11,9,1,4,2,3
D,1733.28833008,1713.42602539,13,7,9,5,3,2,2,3,4,9,3,9,2,3,2,3
D,1691.35192871,1829.97741699,10,3,7,11,2,3,0,5,3,12,3,13,1,3,1,5
D,1639.20629883,1553.78723145,6,7,4,8,2,2,2,4,7,7,4,18,4,1,0,5
D,1681.32263184,1877.68066406,11,3,3,10,3,2,0,5,13,5,4,5,5,1,1,3
A,1660.90527344,1945.91296387,8,12,7,11,3,2,2,3,10,6,3,7,5,0,1,4
A,1834.77783203,1788.40612793,3,10,3,11,1,3,1,5,12,9,3,6,3,2,2,3
H,1721.07861328,1664.58410645,4,7,3,6,2,3,2,3,6,4,7,5,1,5,1,3
H,1879.16259766,1662.9609375,11,5,4,5,4,1,1,4,9,9,9,10,3,3,1,3
A,1769.88464355,1554.12158203,10,4,5,3,4,2,1,3,0,0,4,0,0,1,0,0
D,1586.41906738,1640.04797363,0,0,0,4,0,0,0,1,7,7,5,7,2,3,2,3
A,1666.4107666,1816.96276855,6,8,5,11,2,2,1,5,15,4,1,7,5,0,2,3
D,1563.10107422,1694.30224609,6,8,1,19,4,0,0,6,11,3,3,7,3,3,0,4
H,1634.66027832,1743.40222168,6,8,8,10,1,3,3,3,10,7,7,5,2,3,2,3
H,1954.01281738,1804.11865234,10,7,3,5,5,0,2,3,11,3,9,3,2,4,1,3
D,1736.50891113,1656.24914551,7,7,3,6,3,2,2,3,8,7,8,10,2,3,2,3
A,1665.38745117,1763.32617188,4,5,5,8,1,4,1,4,9,4,5,3,4,2,1,3
H,1889.61828613,1573.2364502,13,4,5,4,5,1,1,3,7,8,2,18,4,1,0,5
H,1811.80944824,1668.78540039,12,9,3,6,3,2,2,3,8,8,8,10,2,3,1,4
H,1648.39538574,1576.91369629,5,7,4,7,1,3,2,4,0,1,4,0,0,1,1,0
H,1967.93774414,1833.15283203,12,7,3,5,5,0,2,3,3,10,5,11,1,3,1,5
H,1715.12036133,1737.70031738,9,4,5,7,2,3,1,4,10,6,7,5,2,3,2,3
A,1806.3515625,1830.82177734,11,3,9,6,2,3,1,4,15,7,1,7,5,0,3,2
A,1668.73901367,1704.9206543,7,10,7,12,3,2,1,4,7,4,3,8,2,3,0,5
H,1824.48120117,1594.44995117,3,9,5,18,1,3,0,6,0,0,0,4,0,2,0,1
A,1663.87487793,1976.609375,8,8,8,11,2,3,1,4,20,3,5,3,6,0,1,3
D,1770.37182617,1732.63354492,7,5,4,3,3,2,2,3,7,5,3,4,3,3,2,2
H,1848.77282715,1655.37084961,10,12,1,8,4,0,4,2,7,7,4,7,2,2,2,4
H,1713.66870117,1816.71984863,6,5,2,8,2,2,1,5,15,8,4,4,4,2,2,2
A,1660.12463379,1788.40039062,8,6,8,6,2,3,2,3,12,3,14,6,2,4,1,3
D,1730.62219238,1658.34179688,7,7,7,7,1,3,2,4,4,5,6,8,1,5,1,3
A,1571.31970215,1659.99108887,7,8,2,17,4,1,0,5,5,10,7,12,2,3,1,4
D,1569.93823242,1722.19848633,0,1,4,2,0,1,1,1,7,4,5,7,2,3,1,4
D,1730.86816406,1715.0579834,6,7,3,6,2,3,2,3,7,4,5,6,2,3,1,4
H,1657.43664551,1825.06799316,3,6,5,9,1,4,1,4,3,9,4,18,2,2,0,6
A,1653.4888916,1559.72351074,5,8,13,11,1,4,1,4,5,8,3,17,3,2,0,5
H,1763.0324707,1646.17919922,7,5,4,3,3,2,2,3,7,7,4,9,2,2,2,4
H,1587.69946289,1662.48266602,0,0,0,5,0,2,0,2,5,8,7,10,2,3,1,4
A,1646.69189453,1567.97424316,8,6,7,6,2,3,2,3,0,1,4,2,0,2,1,1
D,1719.1060791,1842.29516602,8,7,8,5,1,4,2,3,13,12,1,5,5,0,4,1
H,1976.07788086,1896.43688965,18,8,5,3,5,0,2,3,15,3,6,4,5,1,1,3
H,1789.03356934,1802.80895996,9,5,12,6,1,4,2,3,12,8,4,5,3,2,2,3
H,1814.32104492,1641.85388184,3,9,4,19,2,2,0,6,4,8,14,11,0,5,1,4
H,1889.71325684,1602.24291992,12,4,5,7,4,1,1,4,3,0,0,5,1,2,0,2
H,1789.00341797,1626.61303711,12,7,4,8,3,2,2,3,7,6,9,6,2,3,2,3
H,1840.52282715,1768.62878418,13,13,1,7,5,0,3,2,10,2,5,3,4,2,1,3
H,1717.21789551,1668.18359375,7,5,5,7,2,2,1,5,7,6,8,7,2,4,1,3
D,1705.14941406,1982.80163574,7,2,2,8,3,2,1,4,21,8,6,3,6,0,2,2
D,1647.93933105,1720.87854004,4,8,4,13,2,2,1,5,10,6,10,4,1,5,2,2
A,1640.58300781,1802.83911133,7,5,4,11,2,2,1,5,10,5,9,6,2,3,2,3
D,1588.05310059,1728.70812988,0,4,4,2,0,2,2,1,7,5,4,5,2,4,1,3
H,1728.3067627,1636.62060547,6,6,3,6,2,3,1,4,8,3,6,7,2,3,1,4
A,1662.41015625,1843.09887695,7,7,7,10,2,3,1,4,13,13,0,7,5,0,3,2
A,1763.51647949,1793.78405762,8,2,5,5,3,2,1,4,9,7,5,8,3,2,2,3
H,1970.50634766,1581.71862793,20,9,6,4,5,0,2,3,5,7,3,15,3,2,1,4
A,1625.0994873,1726.25842285,7,7,9,5,2,3,2,3,10,4,6,6,3,2,1,4
A,1638.55883789,1894.81530762,4,8,14,11,0,5,1,4,13,4,6,7,4,1,1,4
H,1730.0838623,1591.72167969,7,6,10,4,0,5,2,3,1,4,5,2,0,3,2,1
H,1601.07629395,1715.85949707,3,1,0,9,1,2,0,3,5,2,3,8,2,3,1,4
H,1810.40112305,1823.38623047,8,7,7,7,2,2,3,3,6,8,4,17,3,2,0,5
H,1902.09729004,1750.70727539,11,9,5,8,3,1,2,4,8,2,7,4,3,3,1,3
D,1806.59326172,1971.6697998,6,9,5,8,2,2,3,3,22,9,6,3,6,0,2,2
H,1853.40246582,1734.45996094,13,16,0,5,5,0,4,1,8,5,3,4,3,3,1,3
H,1580.55529785,1614.53369141,4,7,3,17,2,2,1,5,5,1,0,9,2,2,0,3
D,1583.03527832,1652.10656738,1,4,5,8,0,3,2,2,6,7,11,10,1,4,1,4
H,1702.40197754,1738.77026367,5,2,3,10,2,3,1,4,13,3,10,4,1,5,1,3
A,1630.46728516,1631.27685547,7,3,5,9,2,2,1,5,5,8,19,10,0,6,1,3
D,1733.36303711,1816.92822266,10,6,6,4,3,2,2,3,10,6,8,5,3,2,3,2
H,1652.03344727,1617.99499512,2,8,3,13,1,3,1,5,8,6,11,4,2,4,2,2
A,1734.29199219,1666.07531738,7,6,2,8,3,2,1,4,4,7,3,10,2,3,1,4
D,1815.56982422,1596.97607422,7,4,6,6,2,3,2,3,7,4,4,13,3,2,1,4
H,1740.04675293,1622.96228027,10,6,7,4,2,3,2,3,8,2,8,8,2,3,1,4
D,1616.51037598,1610.67016602,5,6,10,6,1,4,2,3,5,2,0,12,2,2,0,4
H,1835.05200195,1722.40466309,7,8,5,16,3,2,0,5,4,2,2,10,2,3,1,4
A,1658.38208008,1825.84313965,6,7,11,10,1,4,1,4,9,8,7,7,3,1,3,3
A,1721.95300293,1752.39807129,11,3,5,6,1,4,1,4,8,2,7,6,3,3,1,3
A,1976.72583008,1869.39916992,20,10,5,4,5,0,2,3,16,16,1,5,5,0,4,1
H,1589.3170166,1915.54968262,2,4,6,8,0,4,2,2,14,8,6,6,4,1,2,3
A,1901.35192871,1840.50561523,12,8,4,7,4,0,2,4,9,8,4,16,4,1,0,5
A,1765.32958984,1948.83300781,6,5,6,7,2,3,2,3,21,9,11,3,5,1,2,2
H,1897.29199219,1614.23803711,13,22,1,6,4,0,5,1,7,3,12,5,1,5,1,3
D,1603.85327148,1652.89648438,6,5,4,14,2,2,1,5,6,7,12,10,1,4,1,4
H,1612.94250488,1637.75061035,5,4,0,14,2,2,0,5,4,8,19,7,0,6,2,2
A,1677.42480469,1808.69262695,3,9,3,11,1,3,2,4,8,4,5,6,2,3,2,3
A,1619.31445312,1709.02160645,5,2,6,9,1,3,1,5,12,1,8,6,1,5,0,4
H,1831.32873535,1603.51477051,9,10,7,7,3,1,4,2,3,4,6,8,1,4,2,2
A,1716.9510498,1743.69458008,4,3,2,10,2,3,1,4,11,4,7,2,3,3,2,2
H,1849.86828613,1667.18237305,9,11,4,17,4,1,1,4,3,6,5,8,1,4,2,3
H,1722.29443359,1602.11889648,7,6,4,9,2,3,0,5,9,5,7,8,2,3,1,4
A,1652.17224121,1879.44799805,6,7,12,11,1,4,0,5,15,8,9,6,4,1,2,3
D,1816.47631836,1621.55810547,8,6,5,5,2,3,3,2,8,4,1,14,3,2,0,5
H,1755.33959961,1759.02087402,8,7,4,3,3,2,3,2,6,5,7,6,2,4,2,2
A,1599.1965332,1908.43725586,3,5,6,11,1,4,2,3,16,20,2,6,5,0,4,1
H,1626.67626953,1708.02966309,4,9,17,10,0,5,2,3,5,3,4,10,2,3,1,4
A,1721.43713379,1823.61181641,10,3,6,6,1,4,1,4,12,8,8,7,4,1,3,2
H,1610.79504395,1607.42932129,5,4,9,8,1,4,1,4,5,1,8,9,1,4,0,5
H,1752.44494629,1619.87207031,5,6,7,8,1,4,2,3,8,2,10,7,2,4,0,4
H,1911.18334961,1761.91552734,12,23,2,8,4,0,5,1,10,7,5,3,4,1,3,2
A,1598.36889648,1854.5333252,9,6,7,10,2,3,1,4,12,11,4,17,5,1,1,3
A,1689.18713379,1596.45043945,5,3,4,15,2,2,1,5,5,5,5,11,1,4,2,3
A,1627.87939453,1954.88146973,8,4,1,10,3,2,0,5,18,8,9,2,5,1,2,2
H,1662.51733398,1645.5189209,2,6,3,11,1,3,2,4,9,5,17,10,1,5,1,3
D,1598.35241699,1648.11437988,4,2,7,12,1,3,0,6,5,7,11,11,1,4,0,5
A,1883.5057373,1810.1550293,15,9,9,6,4,1,3,2,7,6,4,5,2,3,3,2
H,1833.64282227,1726.04443359,10,11,7,8,3,1,4,2,10,6,6,9,3,3,0,4
D,1857.78125,1706.61572266,12,13,2,18,5,0,2,3,11,3,9,4,1,4,1,4
A,1634.0579834,1750.35412598,7,6,14,12,1,4,1,4,7,6,7,8,2,3,2,3
H,1858.55224609,1610.72680664,14,9,10,6,3,2,3,2,6,3,10,9,1,4,0,5
D,1946.13232422,1751.7578125,15,9,9,2,4,1,3,2,10,7,5,6,4,1,2,3
H,1589.27770996,1602.97790527,9,6,8,10,2,3,1,4,5,7,5,13,1,4,2,3
H,1671.42358398,1642.99572754,7,2,7,14,2,3,1,4,5,9,11,11,1,4,0,5
A,1662.7421875,1833.67944336,4,5,4,9,2,3,2,3,12,11,7,5,4,1,4,1
D,1816.09753418,1899.23779297,7,6,4,6,2,3,3,2,15,20,3,6,5,0,4,1
D,1619.67541504,1714.77172852,8,4,2,10,3,2,0,5,7,6,5,11,2,3,0,5
A,1706.22912598,1932.14282227,7,6,5,11,2,2,0,6,8,9,8,2,3,2,3,2
H,1627.20935059,1612.92785645,5,10,10,14,1,3,0,6,8,4,2,10,3,2,0,5
H,1891.03747559,1588.34814453,15,16,3,6,5,0,3,2,11,5,9,7,3,3,1,3
A,1750.45715332,1854.24963379,8,8,4,7,3,1,2,4,14,9,9,6,3,2,3,2
D,1588.6171875,1647.66064453,5,8,5,13,1,4,2,3,5,5,6,9,2,3,2,3
H,1817.69482422,1617.03417969,11,14,2,6,4,0,5,1,7,5,16,9,1,5,1,3
A,1596.03857422,1844.59399414,5,4,10,13,0,4,1,5,13,11,3,10,5,1,2,2
A,1752.08789062,1671.00268555,7,7,7,8,2,3,2,3,10,1,8,14,3,3,0,4
H,1699.10095215,1809.00769043,11,3,9,3,1,4,1,4,5,6,4,6,1,4,3,2
H,1834.5168457,1737.78039551,12,15,3,10,4,1,3,2,5,7,6,8,2,3,2,3
A,1610.06628418,1699.41748047,7,5,11,12,1,4,1,4,7,4,6,9,2,3,0,5
H,1796.81567383,1585.8092041,5,6,4,6,1,4,3,2,6,8,6,13,1,4,2,3
H,1921.81408691,1604.70202637,8,5,8,2,3,2,3,2,8,3,9,12,2,3,0,5
H,1582.88623047,1735.78100586,11,6,8,12,3,2,1,4,8,8,7,7,3,2,2,3
H,1601.46069336,1705.93273926,8,6,2,13,3,2,0,5,11,3,8,3,2,3,1,4
A,1645.10839844,1586.11425781,5,5,6,10,2,3,1,4,5,4,14,10,0,5,1,4
H,1679.94995117,1819.30249023,9,2,8,14,2,3,1,4,14,12,2,6,5,0,4,1
H,1872.78967285,1899.18457031,14,10,9,5,3,2,3,2,17,16,4,6,5,0,3,2
A,1622.61694336,1629.62780762,5,10,9,15,1,3,0,6,6,5,8,7,2,4,1,3
D,1729.16772461,1592.72460938,2,7,5,9,1,3,2,4,15,4,10,11,4,2,0,4
H,1681.08935547,1598.38256836,9,3,6,5,2,2,1,5,7,5,11,12,1,4,1,4
D,1717.171875,1610.23132324,8,9,7,10,3,2,2,3,7,6,2,13,3,2,0,5
D,1592.82434082,1875.34875488,5,5,14,8,0,5,2,3,16,9,10,2,4,2,3,1
A,1598.02185059,1674.59338379,8,4,6,16,2,2,0,6,11,2,9,10,3,3,1,3
A,1702.33044434,1794.8840332,6,6,5,10,2,2,1,5,6,6,4,2,2,4,3,1
H,1887.8548584,1834.35888672,17,15,4,6,5,0,3,2,13,12,3,6,5,1,3,1
A,1578.97009277,1919.72351074,6,5,6,14,1,4,1,4,9,5,8,2,3,2,3,2
A,1613.17858887,1591.93334961,6,9,11,12,1,4,0,5,7,5,11,11,1,4,1,4
D,1590.28955078,1597.99523926,9,3,8,14,2,3,0,5,13,5,9,12,3,2,0,5
A,1691.81872559,1829.34985352,6,5,7,9,2,3,1,4,10,12,3,7,4,1,3,2
H,1723.89709473,1614.86157227,3,7,6,7,1,4,2,3,7,5,2,9,3,2,0,5
A,1687.53869629,1923.10314941,11,3,6,5,3,2,1,4,9,6,8,1,3,2,4,1
H,1892.8638916,1682.32568359,16,15,4,6,5,0,3,2,10,4,8,11,3,2,2,3
A,1712.54162598,1639.06616211,5,9,6,10,2,3,2,3,6,7,8,8,2,3,2,3
D,1598.33435059,1805.39575195,5,5,13,8,0,5,2,3,4,8,3,2,1,4,4,1
D,1809.27990723,1869.83874512,11,11,2,7,5,0,3,2,12,10,9,3,3,2,3,2
A,1601.96069336,1701.34985352,6,7,6,12,1,3,2,4,7,7,9,9,2,4,1,3
